dataset name,error,v-score,r-score
DI_1000000_10_lin-lin9,10,100,100
DI_1000000_10_lin-lin9,20,100,100
DI_1000000_50_lin-lin0,5,75,66.8700872
DI_1000000_50_lin-lin0,10,45.45454545,39.10711578
DI_1000000_50_lin-lin0,20,36.36363636,36.88031369
DI_1000000_50_lin-lin1,5,86.04651163,80.16571807
DI_1000000_50_lin-lin1,10,62.79069767,42.18777455
DI_1000000_50_lin-lin1,20,62.79069767,45.78454506
DI_1000000_50_lin-lin2,5,80,76.5932114
DI_1000000_50_lin-lin2,10,66.66666667,52.86057964
DI_1000000_50_lin-lin2,20,48.88888889,45.53295304
DI_1000000_50_lin-lin3,5,71.42857143,52.07401598
DI_1000000_50_lin-lin3,10,61.9047619,44.93236204
DI_1000000_50_lin-lin3,20,38.0952381,21.0065102
DI_1000000_50_lin-lin4,5,73.80952381,59.38149231
DI_1000000_50_lin-lin4,10,54.76190476,35.81663797
DI_1000000_50_lin-lin4,20,38.0952381,20.28747166
DI_1000000_50_lin-lin5,5,52.27272727,57.46821727
DI_1000000_50_lin-lin5,10,36.36363636,39.5373184
DI_1000000_50_lin-lin5,20,22.72727273,15.52031429
DI_1000000_50_lin-lin6,5,70.45454545,61.4612241
DI_1000000_50_lin-lin6,10,52.27272727,41.88541686
DI_1000000_50_lin-lin6,20,29.54545455,21.07921468
DI_1000000_50_lin-lin7,5,90.90909091,92.00358638
DI_1000000_50_lin-lin7,10,56.81818182,41.16892352
DI_1000000_50_lin-lin7,20,34.09090909,27.81904361
DI_1000000_50_lin-lin8,5,72.72727273,69.24687909
DI_1000000_50_lin-lin8,10,54.54545455,49.46314089
DI_1000000_50_lin-lin8,20,29.54545455,10.86002428
DI_1000000_50_lin-lin9,5,72.72727273,70.46518695
DI_1000000_50_lin-lin9,10,36.36363636,30.07480962
DI_1000000_50_lin-lin9,20,15.90909091,21.41647059
DI_1000000_100_lin-lin0,5,50,24.00771857
DI_1000000_100_lin-lin0,10,35.22727273,14.42011911
DI_1000000_100_lin-lin0,20,31.81818182,17.70012035
DI_1000000_100_lin-lin1,5,53.93258427,33.11139983
DI_1000000_100_lin-lin1,10,32.58426966,20.51126122
DI_1000000_100_lin-lin1,20,23.59550562,8.73989582
DI_1000000_100_lin-lin2,5,59.30232558,31.04677222
DI_1000000_100_lin-lin2,10,38.37209302,15.23930448
DI_1000000_100_lin-lin2,20,18.60465116,3.066762563
DI_1000000_100_lin-lin3,5,38.70967742,38.71630142
DI_1000000_100_lin-lin3,10,22.58064516,15.54777764
DI_1000000_100_lin-lin3,20,18.27956989,13.6099907
DI_1000000_100_lin-lin4,5,55.68181818,35.75088262
DI_1000000_100_lin-lin4,10,46.59090909,25.2566689
DI_1000000_100_lin-lin4,20,22.72727273,11.61124449
DI_1000000_100_lin-lin5,5,52.94117647,52.84825348
DI_1000000_100_lin-lin5,10,32.94117647,27.39271853
DI_1000000_100_lin-lin5,20,15.29411765,13.78854232
DI_1000000_100_lin-lin6,5,50,30.19352067
DI_1000000_100_lin-lin6,10,44.44444444,20.5420504
DI_1000000_100_lin-lin6,20,16.66666667,4.862113084
DI_1000000_100_lin-lin7,5,52.3255814,32.86942277
DI_1000000_100_lin-lin7,10,25.58139535,15.51605991
DI_1000000_100_lin-lin7,20,22.09302326,12.91414659
DI_1000000_100_lin-lin8,5,50,22.61842039
DI_1000000_100_lin-lin8,10,31.39534884,9.740349261
DI_1000000_100_lin-lin8,20,24.41860465,10.68642908
DI_1000000_100_lin-lin9,5,62.92134831,43.59776629
DI_1000000_100_lin-lin9,10,39.3258427,15.78511537
DI_1000000_100_lin-lin9,20,22.47191011,10.27304985
DI_1000000_200_lin-lin0,5,24.43181818,12.93513962
DI_1000000_200_lin-lin0,10,12.5,9.816137171
DI_1000000_200_lin-lin0,20,7.954545455,5.483011564
DI_1000000_200_lin-lin1,5,32.57142857,17.91246521
DI_1000000_200_lin-lin1,10,17.71428571,8.813401423
DI_1000000_200_lin-lin1,20,8.571428571,4.28118938
DI_1000000_200_lin-lin2,5,22.59887006,22.19165753
DI_1000000_200_lin-lin2,10,11.29943503,7.847546835
DI_1000000_200_lin-lin2,20,6.779661017,6.440862317
DI_1000000_200_lin-lin3,5,27.0718232,14.32658618
DI_1000000_200_lin-lin3,10,13.25966851,8.850436709
DI_1000000_200_lin-lin3,20,12.15469613,6.370644368
DI_1000000_200_lin-lin4,5,29.72972973,13.28927208
DI_1000000_200_lin-lin4,10,22.7027027,12.27006582
DI_1000000_200_lin-lin4,20,7.567567568,2.948867845
DI_1000000_200_lin-lin5,5,29.21348315,17.63530745
DI_1000000_200_lin-lin5,10,23.59550562,9.805134184
DI_1000000_200_lin-lin5,20,5.617977528,1.11259466
DI_1000000_200_lin-lin6,5,30.33707865,10.26244275
DI_1000000_200_lin-lin6,10,11.23595506,9.363283101
DI_1000000_200_lin-lin6,20,10.6741573,2.837233962
DI_1000000_200_lin-lin7,5,33.52272727,18.36791957
DI_1000000_200_lin-lin7,10,13.06818182,9.879707824
DI_1000000_200_lin-lin7,20,9.659090909,5.083604841
DI_1000000_200_lin-lin8,5,30.16759777,19.28840018
DI_1000000_200_lin-lin8,10,13.40782123,7.862473916
DI_1000000_200_lin-lin8,20,8.938547486,6.24181994
DI_1000000_200_lin-lin9,5,26.70454545,13.81928267
DI_1000000_200_lin-lin9,10,17.04545455,7.898217515
DI_1000000_200_lin-lin9,20,7.954545455,3.444677278
DI_1000000_500_lin-lin0,5,8.333333333,5.259091689
DI_1000000_500_lin-lin0,10,7.207207207,2.650917087
DI_1000000_500_lin-lin0,20,5.18018018,2.238821026
DI_1000000_500_lin-lin1,5,12.05357143,8.151754893
DI_1000000_500_lin-lin1,10,7.142857143,5.850627628
DI_1000000_500_lin-lin1,20,3.571428571,1.839010503
DI_1000000_500_lin-lin2,5,8.035714286,5.286736822
DI_1000000_500_lin-lin2,10,5.133928571,4.559834305
DI_1000000_500_lin-lin2,20,3.348214286,1.625574688
DI_1000000_500_lin-lin3,5,9.2760181,5.879539483
DI_1000000_500_lin-lin3,10,6.561085973,1.996417142
DI_1000000_500_lin-lin3,20,3.619909502,1.271813514
DI_1000000_500_lin-lin4,5,13.3037694,8.459803564
DI_1000000_500_lin-lin4,10,5.543237251,4.160444331
DI_1000000_500_lin-lin4,20,5.986696231,1.916292845
DI_1000000_500_lin-lin5,5,10.83521445,7.091529906
DI_1000000_500_lin-lin5,10,4.514672686,2.922187658
DI_1000000_500_lin-lin5,20,3.837471783,2.428494022
DI_1000000_500_lin-lin6,5,6.651376147,4.402841077
DI_1000000_500_lin-lin6,10,7.110091743,3.253670756
DI_1000000_500_lin-lin6,20,3.211009174,1.489456183
DI_1000000_500_lin-lin7,5,9.195402299,5.075434684
DI_1000000_500_lin-lin7,10,4.827586207,1.696447448
DI_1000000_500_lin-lin7,20,3.448275862,2.210433722
DI_1000000_500_lin-lin8,5,9.799554566,7.263503191
DI_1000000_500_lin-lin8,10,7.126948775,3.535567887
DI_1000000_500_lin-lin8,20,3.563474388,1.54354565
DI_1000000_500_lin-lin9,5,11.28318584,5.981958952
DI_1000000_500_lin-lin9,10,7.522123894,3.085040509
DI_1000000_500_lin-lin9,20,4.646017699,1.847610288
DI_1000000_10_zipf-zipf0,5,100,100
DI_1000000_10_zipf-zipf0,10,100,100
DI_1000000_10_zipf-zipf0,20,100,100
DI_1000000_10_zipf-zipf1,5,100,100
DI_1000000_10_zipf-zipf1,10,100,100
DI_1000000_10_zipf-zipf1,20,100,100
DI_1000000_10_zipf-zipf2,5,100,100
DI_1000000_10_zipf-zipf2,10,100,100
DI_1000000_10_zipf-zipf2,20,75,95.40449776
DI_1000000_10_zipf-zipf3,5,100,100
DI_1000000_10_zipf-zipf3,10,100,100
DI_1000000_10_zipf-zipf3,20,75,96.98638709
DI_1000000_10_zipf-zipf4,5,100,100
DI_1000000_10_zipf-zipf4,10,100,100
DI_1000000_10_zipf-zipf4,20,100,100
DI_1000000_10_zipf-zipf5,5,100,100
DI_1000000_10_zipf-zipf5,10,100,100
DI_1000000_10_zipf-zipf5,20,75,98.14237306
DI_1000000_10_zipf-zipf6,5,100,100
DI_1000000_10_zipf-zipf6,10,100,100
DI_1000000_10_zipf-zipf6,20,100,100
DI_1000000_10_zipf-zipf7,5,100,100
DI_1000000_10_zipf-zipf7,10,100,100
DI_1000000_10_zipf-zipf7,20,75,97.55702314
DI_1000000_10_zipf-zipf8,5,100,100
DI_1000000_10_zipf-zipf8,10,100,100
DI_1000000_10_zipf-zipf8,20,100,100
DI_1000000_10_zipf-zipf9,5,100,100
DI_1000000_10_zipf-zipf9,10,100,100
DI_1000000_10_zipf-zipf9,20,75,98.36462669
DI_1000000_100_zipf-zipf0,5,51.1627907,99.30703815
DI_1000000_100_zipf-zipf0,10,34.88372093,97.956692
DI_1000000_100_zipf-zipf0,20,23.25581395,96.29601274
DI_1000000_100_zipf-zipf1,5,41.86046512,99.0498224
DI_1000000_100_zipf-zipf1,10,45.34883721,98.5853625
DI_1000000_100_zipf-zipf1,20,23.25581395,97.85145465
DI_1000000_100_zipf-zipf2,5,51.13636364,96.9405927
DI_1000000_100_zipf-zipf2,10,36.36363636,95.36127023
DI_1000000_100_zipf-zipf2,20,22.72727273,90.14842853
DI_1000000_100_zipf-zipf3,5,50,98.94280011
DI_1000000_100_zipf-zipf3,10,31.52173913,96.45218403
DI_1000000_100_zipf-zipf3,20,18.47826087,97.20609436
DI_1000000_100_zipf-zipf4,5,52.80898876,98.75552697
DI_1000000_100_zipf-zipf4,10,35.95505618,95.9897146
DI_1000000_100_zipf-zipf4,20,17.97752809,93.23154717
DI_1000000_100_zipf-zipf5,5,47.12643678,99.26047869
DI_1000000_100_zipf-zipf5,10,35.63218391,98.88545213
DI_1000000_100_zipf-zipf5,20,25.28735632,92.30081683
DI_1000000_100_zipf-zipf6,5,38.55421687,98.95967367
DI_1000000_100_zipf-zipf6,10,27.71084337,97.80064941
DI_1000000_100_zipf-zipf6,20,21.68674699,96.67880151
DI_1000000_100_zipf-zipf7,5,49.43820225,99.06952354
DI_1000000_100_zipf-zipf7,10,31.46067416,97.86901868
DI_1000000_100_zipf-zipf7,20,17.97752809,94.38633473
DI_1000000_100_zipf-zipf8,5,52.17391304,97.13488607
DI_1000000_100_zipf-zipf8,10,32.60869565,94.2877402
DI_1000000_100_zipf-zipf8,20,20.65217391,90.9487677
DI_1000000_100_zipf-zipf9,5,42.69662921,98.63192665
DI_1000000_100_zipf-zipf9,10,42.69662921,98.53046116
DI_1000000_100_zipf-zipf9,20,29.21348315,97.93999333
DI_1000000_200_zipf-zipf0,5,16.20111732,93.34927919
DI_1000000_200_zipf-zipf0,10,13.96648045,89.74740819
DI_1000000_200_zipf-zipf0,20,9.497206704,89.2650374
DI_1000000_200_zipf-zipf1,5,28.57142857,98.07761526
DI_1000000_200_zipf-zipf1,10,24.72527473,98.42698424
DI_1000000_200_zipf-zipf1,20,15.38461538,97.06569699
DI_1000000_200_zipf-zipf2,5,32.24043716,98.99587138
DI_1000000_200_zipf-zipf2,10,21.31147541,97.88210056
DI_1000000_200_zipf-zipf2,20,14.75409836,95.29923774
DI_1000000_50_zipf-zipf0,5,72.72727273,99.39939765
DI_1000000_50_zipf-zipf0,10,61.36363636,98.57241675
DI_1000000_50_zipf-zipf0,20,40.90909091,96.83374156
DI_1000000_50_zipf-zipf1,5,76.74418605,99.48641714
DI_1000000_50_zipf-zipf1,10,37.20930233,97.23888584
DI_1000000_50_zipf-zipf1,20,32.55813953,97.02347064
DI_1000000_50_zipf-zipf2,5,73.33333333,99.22712345
DI_1000000_50_zipf-zipf2,10,68.88888889,99.05284706
DI_1000000_50_zipf-zipf2,20,42.22222222,96.25708503
DI_1000000_50_zipf-zipf3,5,79.54545455,99.47999021
DI_1000000_50_zipf-zipf3,10,54.54545455,98.3532401
DI_1000000_50_zipf-zipf3,20,50,97.21508721
DI_1000000_50_zipf-zipf4,5,70.21276596,99.36176916
DI_1000000_50_zipf-zipf4,10,70.21276596,99.29477374
DI_1000000_50_zipf-zipf4,20,46.80851064,94.9618586
DI_1000000_50_zipf-zipf5,5,28.88888889,95.56382219
DI_1000000_50_zipf-zipf5,10,44.44444444,96.16299882
DI_1000000_50_zipf-zipf5,20,28.88888889,91.57570828
DI_1000000_50_zipf-zipf6,5,79.54545455,99.71374431
DI_1000000_50_zipf-zipf6,10,45.45454545,97.93357275
DI_1000000_50_zipf-zipf6,20,45.45454545,97.23776003
DI_1000000_50_zipf-zipf7,5,41.86046512,98.0169811
DI_1000000_50_zipf-zipf7,10,46.51162791,97.88032517
DI_1000000_50_zipf-zipf7,20,48.8372093,98.3028934
DI_1000000_50_zipf-zipf8,5,80.43478261,99.67321895
DI_1000000_50_zipf-zipf8,10,54.34782609,98.43918239
DI_1000000_50_zipf-zipf8,20,32.60869565,96.3792552
DI_1000000_50_zipf-zipf9,5,82.22222222,99.69144257
DI_1000000_50_zipf-zipf9,10,55.55555556,98.78317427
DI_1000000_50_zipf-zipf9,20,31.11111111,94.2678597
DI_1000000_200_zipf-zipf3,5,35.55555556,99.18416542
DI_1000000_200_zipf-zipf3,10,24.44444444,98.11760826
DI_1000000_200_zipf-zipf3,20,15.55555556,94.72780148
DI_1000000_200_zipf-zipf4,5,20,98.46599719
DI_1000000_200_zipf-zipf4,10,17.14285714,96.81920599
DI_1000000_200_zipf-zipf4,20,12,95.45958533
DI_1000000_200_zipf-zipf5,5,17.51412429,97.78507712
DI_1000000_200_zipf-zipf5,10,15.25423729,97.40725939
DI_1000000_200_zipf-zipf5,20,8.474576271,94.49803975
DI_1000000_200_zipf-zipf6,5,29.14285714,98.86610846
DI_1000000_200_zipf-zipf6,10,20,98.02248321
DI_1000000_200_zipf-zipf6,20,13.14285714,95.72346129
DI_1000000_200_zipf-zipf7,5,36.87150838,99.13498747
DI_1000000_200_zipf-zipf7,10,19.55307263,97.24605138
DI_1000000_200_zipf-zipf7,20,13.40782123,94.51227943
DI_1000000_200_zipf-zipf8,5,35.79545455,98.99275168
DI_1000000_200_zipf-zipf8,10,18.18181818,97.32082625
DI_1000000_200_zipf-zipf8,20,13.63636364,95.97146512
DI_1000000_200_zipf-zipf9,5,22.34636872,98.51543294
DI_1000000_200_zipf-zipf9,10,18.99441341,97.91452831
DI_1000000_200_zipf-zipf9,20,12.29050279,96.52926559
DI_1000000_500_zipf-zipf0,5,15.63218391,98.61627083
DI_1000000_500_zipf-zipf0,10,9.885057471,98.23857113
DI_1000000_500_zipf-zipf0,20,3.67816092,93.87617652
DI_1000000_500_zipf-zipf1,5,17.07865169,99.0469657
DI_1000000_500_zipf-zipf1,10,10.56179775,97.12571845
DI_1000000_500_zipf-zipf1,20,7.415730337,97.94383723
DI_1000000_500_zipf-zipf2,5,13.57466063,98.68490667
DI_1000000_500_zipf-zipf2,10,10.40723982,97.87032797
DI_1000000_500_zipf-zipf2,20,6.787330317,95.10345259
DI_1000000_500_zipf-zipf3,5,16.55480984,99.27091909
DI_1000000_500_zipf-zipf3,10,10.06711409,97.51971096
DI_1000000_500_zipf-zipf3,20,6.935123043,97.22544079
DI_1000000_500_zipf-zipf4,5,9.865470852,98.48920342
DI_1000000_500_zipf-zipf4,10,8.744394619,97.88980888
DI_1000000_500_zipf-zipf4,20,7.847533632,95.59996632
DI_1000000_500_zipf-zipf5,5,10.58558559,98.75042141
DI_1000000_500_zipf-zipf5,10,6.756756757,97.15317453
DI_1000000_500_zipf-zipf5,20,5.630630631,85.50448767
DI_1000000_500_zipf-zipf6,5,12.8959276,98.92599524
DI_1000000_500_zipf-zipf6,10,11.08597285,98.26500324
DI_1000000_500_zipf-zipf6,20,6.334841629,94.69808773
DI_1000000_500_zipf-zipf7,5,15.34988713,98.81404354
DI_1000000_500_zipf-zipf7,10,9.706546275,97.42677616
DI_1000000_500_zipf-zipf7,20,5.191873589,93.77558026
DI_1000000_500_zipf-zipf8,5,15.78947368,99.16454959
DI_1000000_500_zipf-zipf8,10,10.06864989,97.42306596
DI_1000000_500_zipf-zipf8,20,6.864988558,92.37130643
DI_1000000_500_zipf-zipf9,5,16.37554585,98.38119766
DI_1000000_500_zipf-zipf9,10,11.79039301,98.14613246
DI_1000000_500_zipf-zipf9,20,6.768558952,96.01525902
DI_1000000_10_lin-slin0,5,100,100
DI_1000000_10_lin-slin0,10,100,100
DI_1000000_10_lin-slin0,20,75,45.99075703
DI_1000000_10_lin-slin1,5,100,100
DI_1000000_10_lin-slin1,10,100,100
DI_1000000_10_lin-slin1,20,100,100
DI_1000000_10_lin-slin2,5,100,100
DI_1000000_10_lin-slin2,10,100,100
DI_1000000_10_lin-slin2,20,75,57.52470594
DI_1000000_10_lin-slin3,5,100,100
DI_1000000_10_lin-slin3,10,100,100
DI_1000000_10_lin-slin3,20,100,100
DI_1000000_10_lin-slin4,5,100,100
DI_1000000_10_lin-slin4,10,100,100
DI_1000000_10_lin-slin4,20,62.5,58.22038516
DI_1000000_10_lin-slin5,5,100,100
DI_1000000_10_lin-slin5,10,100,100
DI_1000000_10_lin-slin5,20,100,100
DI_1000000_10_lin-slin6,5,100,100
DI_1000000_10_lin-slin6,10,100,100
DI_1000000_10_lin-slin6,20,100,100
DI_1000000_10_lin-slin7,5,100,100
DI_1000000_10_lin-slin7,10,100,100
DI_1000000_10_lin-slin7,20,75,80.76596938
DI_1000000_10_lin-slin8,5,100,100
DI_1000000_10_lin-slin8,10,100,100
DI_1000000_10_lin-slin8,20,100,100
DI_1000000_100_lin-slin0,5,46.66666667,26.58712325
DI_1000000_100_lin-slin0,10,23.33333333,10.95833749
DI_1000000_100_lin-slin0,20,24.44444444,14.638413
DI_1000000_100_lin-slin1,5,52.27272727,41.18432793
DI_1000000_100_lin-slin1,10,21.59090909,11.50187654
DI_1000000_100_lin-slin1,20,19.31818182,15.52285678
DI_1000000_100_lin-slin2,5,46.15384615,37.46623364
DI_1000000_100_lin-slin2,10,29.67032967,13.36536638
DI_1000000_100_lin-slin2,20,19.78021978,4.39900985
DI_1000000_100_lin-slin3,5,54.94505495,31.29300937
DI_1000000_100_lin-slin3,10,25.27472527,9.925788605
DI_1000000_100_lin-slin3,20,21.97802198,7.345512566
DI_1000000_100_lin-slin4,5,54.65116279,37.05731274
DI_1000000_100_lin-slin4,10,33.72093023,18.69637325
DI_1000000_100_lin-slin4,20,19.76744186,6.563787441
DI_1000000_100_lin-slin5,5,38.0952381,32.02574219
DI_1000000_100_lin-slin5,10,34.52380952,19.20261584
DI_1000000_100_lin-slin5,20,15.47619048,9.800157046
DI_1000000_100_lin-slin6,5,44.31818182,22.64349041
DI_1000000_100_lin-slin6,10,32.95454545,20.34153273
DI_1000000_100_lin-slin6,20,21.59090909,8.402707574
DI_1000000_100_lin-slin7,5,43.82022472,31.19044587
DI_1000000_100_lin-slin7,10,25.84269663,10.39700914
DI_1000000_100_lin-slin7,20,16.85393258,3.194984161
DI_1000000_100_lin-slin8,5,53.76344086,33.55981555
DI_1000000_100_lin-slin8,10,27.95698925,7.689694011
DI_1000000_100_lin-slin8,20,21.50537634,8.98938676
DI_1000000_100_lin-slin9,5,46.66666667,27.9841113
DI_1000000_100_lin-slin9,10,32.22222222,12.6261503
DI_1000000_100_lin-slin9,20,16.66666667,6.878626614
DI_1000000_200_lin-slin0,5,25.14285714,16.87607799
DI_1000000_200_lin-slin0,10,16.57142857,8.05580359
DI_1000000_200_lin-slin0,20,7.428571429,3.92485693
DI_1000000_200_lin-slin1,5,25,18.56780866
DI_1000000_200_lin-slin1,10,15.90909091,10.20344927
DI_1000000_200_lin-slin1,20,8.522727273,0.7302860713
DI_1000000_200_lin-slin2,5,26.55367232,8.478418848
DI_1000000_200_lin-slin2,10,12.99435028,5.030952523
DI_1000000_200_lin-slin2,20,10.16949153,2.710826019
DI_1000000_200_lin-slin3,5,19.54022989,9.520381876
DI_1000000_200_lin-slin3,10,13.79310345,7.882854032
DI_1000000_200_lin-slin3,20,12.06896552,5.539119323
DI_1000000_200_lin-slin4,5,26.55367232,12.6037071
DI_1000000_200_lin-slin4,10,16.94915254,9.904670605
DI_1000000_200_lin-slin4,20,10.16949153,3.12282882
DI_1000000_200_lin-slin5,5,14.44444444,11.30253454
DI_1000000_200_lin-slin5,10,12.22222222,10.53369961
DI_1000000_200_lin-slin5,20,6.111111111,2.407920762
DI_1000000_200_lin-slin6,5,15.2173913,16.95240133
DI_1000000_200_lin-slin6,10,11.41304348,9.157013006
DI_1000000_200_lin-slin6,20,6.52173913,2.855326147
DI_1000000_200_lin-slin7,5,26.13636364,15.79574545
DI_1000000_200_lin-slin7,10,16.47727273,7.147961379
DI_1000000_200_lin-slin7,20,12.5,7.3240952
DI_1000000_200_lin-slin8,5,30.11363636,20.19516727
DI_1000000_200_lin-slin8,10,19.31818182,8.897577818
DI_1000000_200_lin-slin8,20,11.93181818,2.997308473
DI_1000000_200_lin-slin9,5,27.5862069,15.25997828
DI_1000000_200_lin-slin9,10,15.51724138,6.638711776
DI_1000000_200_lin-slin9,20,13.79310345,8.516954979
DI_1000000_50_lin-slin0,5,66.66666667,55.06126301
DI_1000000_50_lin-slin0,10,51.11111111,34.83691005
DI_1000000_50_lin-slin0,20,31.11111111,25.68428689
DI_1000000_50_lin-slin1,5,68.88888889,58.8629959
DI_1000000_50_lin-slin1,10,51.11111111,38.32295316
DI_1000000_50_lin-slin1,20,17.77777778,4.256271165
DI_1000000_50_lin-slin2,5,84.7826087,73.56277945
DI_1000000_50_lin-slin2,10,50,37.89451536
DI_1000000_50_lin-slin2,20,28.26086957,14.9888891
DI_1000000_50_lin-slin3,5,74.41860465,67.66093343
DI_1000000_50_lin-slin3,10,60.46511628,48.97367221
DI_1000000_50_lin-slin3,20,39.53488372,24.50468818
DI_1000000_50_lin-slin4,5,79.06976744,55.66338115
DI_1000000_50_lin-slin4,10,58.13953488,43.77803721
DI_1000000_50_lin-slin4,20,23.25581395,6.395310914
DI_1000000_50_lin-slin5,5,88.88888889,83.7178986
DI_1000000_50_lin-slin5,10,60,43.46555035
DI_1000000_50_lin-slin5,20,15.55555556,7.43973845
DI_1000000_50_lin-slin6,5,72.72727273,61.89151761
DI_1000000_50_lin-slin6,10,52.27272727,28.50575684
DI_1000000_50_lin-slin6,20,25,13.99204377
DI_1000000_50_lin-slin7,5,69.56521739,51.39169805
DI_1000000_50_lin-slin7,10,54.34782609,31.4271915
DI_1000000_50_lin-slin7,20,39.13043478,31.08568555
DI_1000000_50_lin-slin8,5,67.39130435,56.99229139
DI_1000000_50_lin-slin8,10,50,32.92584717
DI_1000000_50_lin-slin8,20,39.13043478,25.38367212
DI_1000000_50_lin-slin9,5,80,72.66340166
DI_1000000_50_lin-slin9,10,42.22222222,34.83018737
DI_1000000_50_lin-slin9,20,35.55555556,18.33084373
DI_1000000_500_lin-slin0,5,9.425287356,5.446121248
DI_1000000_500_lin-slin0,10,7.126436782,4.005867994
DI_1000000_500_lin-slin0,20,4.597701149,2.508371742
DI_1000000_500_lin-slin1,5,8.444444444,5.741611018
DI_1000000_500_lin-slin1,10,6.888888889,4.396555039
DI_1000000_500_lin-slin1,20,4.222222222,0.6461319881
DI_1000000_500_lin-slin2,5,8.803611738,6.260280072
DI_1000000_500_lin-slin2,10,7.900677201,3.630606373
DI_1000000_500_lin-slin2,20,3.611738149,0.8399845422
DI_1000000_500_lin-slin3,5,12.13483146,8.237860284
DI_1000000_500_lin-slin3,10,4.04494382,1.872698808
DI_1000000_500_lin-slin3,20,2.696629213,2.171423551
DI_1000000_500_lin-slin4,5,11.28668172,5.937984443
DI_1000000_500_lin-slin4,10,6.094808126,2.913222651
DI_1000000_500_lin-slin4,20,4.063205418,2.736432079
DI_1000000_500_lin-slin5,5,12.02672606,7.665831777
DI_1000000_500_lin-slin5,10,6.458797327,1.73489053
DI_1000000_500_lin-slin5,20,4.677060134,3.177731979
DI_1000000_500_lin-slin6,5,8.14479638,3.961073313
DI_1000000_500_lin-slin6,10,5.429864253,2.495822312
DI_1000000_500_lin-slin6,20,4.977375566,2.466445102
DI_1000000_500_lin-slin7,5,9.090909091,5.700652071
DI_1000000_500_lin-slin7,10,4.090909091,1.090093177
DI_1000000_500_lin-slin7,20,2.727272727,0.2987819362
DI_1000000_500_lin-slin8,5,8.616780045,5.290110964
DI_1000000_500_lin-slin8,10,6.575963719,2.428257484
DI_1000000_500_lin-slin8,20,2.721088435,0.9665219462
DI_1000000_500_lin-slin9,5,10.0896861,3.978764936
DI_1000000_500_lin-slin9,10,8.071748879,2.67967803
DI_1000000_500_lin-slin9,20,3.139013453,1.461527852
DI_1000000_10_lin-zipf0,5,100,100
DI_1000000_10_lin-zipf0,10,77.77777778,77.71787881
DI_1000000_10_lin-zipf0,20,77.77777778,77.68407104
DI_1000000_10_lin-zipf1,5,100,100
DI_1000000_10_lin-zipf1,10,100,100
DI_1000000_10_lin-zipf1,20,100,100
DI_1000000_10_lin-zipf2,5,100,100
DI_1000000_10_lin-zipf2,10,100,100
DI_1000000_10_lin-zipf2,20,100,100
DI_1000000_10_lin-zipf3,5,100,100
DI_1000000_10_lin-zipf3,10,75,75.05230221
DI_1000000_10_lin-zipf3,20,100,100
DI_1000000_10_lin-zipf4,5,100,100
DI_1000000_10_lin-zipf4,10,100,100
DI_1000000_10_lin-zipf4,20,100,100
DI_1000000_10_lin-zipf5,5,100,100
DI_1000000_10_lin-zipf5,10,100,100
DI_1000000_10_lin-zipf5,20,75,74.99554188
DI_1000000_10_lin-zipf6,5,100,100
DI_1000000_10_lin-zipf6,10,100,100
DI_1000000_10_lin-zipf6,20,77.77777778,74.97197328
DI_1000000_10_lin-zipf7,5,100,100
DI_1000000_10_lin-zipf7,10,100,100
DI_1000000_10_lin-zipf7,20,100,100
DI_1000000_10_lin-zipf8,5,100,100
DI_1000000_10_lin-zipf8,10,100,100
DI_1000000_10_lin-zipf8,20,75,75.04737731
DI_1000000_10_lin-zipf9,5,100,100
DI_1000000_10_lin-zipf9,10,100,100
DI_1000000_10_lin-zipf9,20,75,75.09066524
DI_1000000_50_lin-zipf0,5,82.60869565,79.89016542
DI_1000000_50_lin-zipf0,10,63.04347826,57.3838392
DI_1000000_50_lin-zipf0,20,36.95652174,30.06808217
DI_1000000_50_lin-zipf1,5,86.36363636,87.73947979
DI_1000000_50_lin-zipf1,10,45.45454545,43.93520952
DI_1000000_50_lin-zipf1,20,36.36363636,34.12915081
DI_1000000_50_lin-zipf2,5,77.27272727,77.56310571
DI_1000000_50_lin-zipf2,10,56.81818182,59.95394344
DI_1000000_50_lin-zipf2,20,34.09090909,30.10816789
DI_1000000_50_lin-zipf3,5,74.46808511,76.75556186
DI_1000000_50_lin-zipf3,10,48.93617021,46.52940329
DI_1000000_50_lin-zipf3,20,46.80851064,44.39160175
DI_1000000_50_lin-zipf4,5,79.54545455,80.95525539
DI_1000000_50_lin-zipf4,10,50,50.00316508
DI_1000000_50_lin-zipf4,20,34.09090909,33.31697162
DI_1000000_50_lin-zipf5,5,76.08695652,80.51268858
DI_1000000_50_lin-zipf5,10,56.52173913,58.52565669
DI_1000000_50_lin-zipf5,20,32.60869565,31.76146036
DI_1000000_50_lin-zipf6,5,72.72727273,75.7277919
DI_1000000_50_lin-zipf6,10,56.81818182,56.15112288
DI_1000000_50_lin-zipf6,20,38.63636364,39.05809783
DI_1000000_50_lin-zipf7,5,78.57142857,80.00771613
DI_1000000_50_lin-zipf7,10,61.9047619,62.40627916
DI_1000000_50_lin-zipf7,20,38.0952381,37.6395553
DI_1000000_50_lin-zipf8,5,28.26086957,26.76756281
DI_1000000_50_lin-zipf8,10,32.60869565,29.28567904
DI_1000000_50_lin-zipf8,20,30.43478261,29.20079667
DI_1000000_50_lin-zipf9,5,79.06976744,77.99943302
