dataset name,error,v-score,r-score
DI_1000000_50_zipf-invzipf7,5,56.81818182,78.92572127
DI_1000000_50_zipf-invzipf7,10,52.27272727,74.8126407
DI_1000000_50_zipf-invzipf7,20,50,74.45505701
DI_1000000_50_zipf-invzipf8,5,93.18181818,97.88179085
DI_1000000_50_zipf-invzipf8,10,68.18181818,84.54799759
DI_1000000_50_zipf-invzipf8,20,40.90909091,67.69637825
DI_1000000_50_zipf-invzipf9,5,95.74468085,99.99976702
DI_1000000_50_zipf-invzipf9,10,82.9787234,92.87524562
DI_1000000_50_zipf-invzipf9,20,55.31914894,71.08922091
DI_1000000_100_zipf-invzipf0,5,75.58139535,90.58136097
DI_1000000_100_zipf-invzipf0,10,37.20930233,65.41570759
DI_1000000_100_zipf-invzipf0,20,38.37209302,67.92024532
DI_1000000_100_zipf-invzipf1,5,72.04301075,89.47760868
DI_1000000_100_zipf-invzipf1,10,39.78494624,73.94457306
DI_1000000_100_zipf-invzipf1,20,24.7311828,56.98772777
DI_1000000_100_zipf-invzipf2,5,41.57303371,75.14952382
DI_1000000_100_zipf-invzipf2,10,33.70786517,69.81675212
DI_1000000_100_zipf-invzipf2,20,25.84269663,65.41064283
DI_1000000_100_zipf-invzipf3,5,48.91304348,74.38045106
DI_1000000_100_zipf-invzipf3,10,41.30434783,69.03730599
DI_1000000_100_zipf-invzipf3,20,26.08695652,58.41902566
DI_1000000_100_zipf-invzipf4,5,67.41573034,87.70071997
DI_1000000_100_zipf-invzipf4,10,40.4494382,73.02810546
DI_1000000_100_zipf-invzipf4,20,32.58426966,68.46610861
DI_1000000_100_zipf-invzipf5,5,76.34408602,90.97120058
DI_1000000_100_zipf-invzipf5,10,52.68817204,76.07293293
DI_1000000_100_zipf-invzipf5,20,29.03225806,61.53810777
DI_1000000_100_zipf-invzipf6,5,67.77777778,87.00025561
DI_1000000_100_zipf-invzipf6,10,53.33333333,77.64526303
DI_1000000_100_zipf-invzipf6,20,28.88888889,56.97199588
DI_1000000_100_zipf-invzipf7,5,69.23076923,87.92143907
DI_1000000_100_zipf-invzipf7,10,49.45054945,77.46668504
DI_1000000_100_zipf-invzipf7,20,25.27472527,56.07202286
DI_1000000_100_zipf-invzipf8,5,65.16853933,83.28141264
DI_1000000_100_zipf-invzipf8,10,44.94382022,71.2948466
DI_1000000_100_zipf-invzipf8,20,41.57303371,64.34888902
DI_1000000_100_zipf-invzipf9,5,63.33333333,85.96303418
DI_1000000_100_zipf-invzipf9,10,51.11111111,80.31302269
DI_1000000_100_zipf-invzipf9,20,30,63.6903008
DI_1000000_200_zipf-invzipf0,5,46.7032967,79.23940949
DI_1000000_200_zipf-invzipf0,10,28.02197802,62.31401841
DI_1000000_200_zipf-invzipf0,20,16.48351648,48.39061606
DI_1000000_200_zipf-invzipf1,5,27.90697674,62.37108268
DI_1000000_200_zipf-invzipf1,10,19.18604651,53.02026951
DI_1000000_200_zipf-invzipf1,20,16.27906977,51.35916957
DI_1000000_200_zipf-invzipf2,5,25.98870056,67.74310042
DI_1000000_200_zipf-invzipf2,10,26.55367232,66.37721459
DI_1000000_200_zipf-invzipf2,20,14.12429379,49.70741464
DI_1000000_200_zipf-invzipf3,5,47.19101124,75.63113546
DI_1000000_200_zipf-invzipf3,10,25.84269663,62.02273595
DI_1000000_200_zipf-invzipf3,20,20.78651685,54.00823832
DI_1000000_200_zipf-invzipf4,5,38.25136612,74.87148578
DI_1000000_200_zipf-invzipf4,10,29.50819672,67.81317662
DI_1000000_200_zipf-invzipf4,20,20.76502732,59.50579188
DI_1000000_200_zipf-invzipf5,5,36.66666667,68.69171828
DI_1000000_200_zipf-invzipf5,10,25.55555556,58.35066634
DI_1000000_200_zipf-invzipf5,20,17.22222222,48.45327143
DI_1000000_200_zipf-invzipf6,5,44.38202247,78.14663494
DI_1000000_200_zipf-invzipf6,10,29.21348315,65.86292361
DI_1000000_200_zipf-invzipf6,20,17.97752809,54.52649965
DI_1000000_200_zipf-invzipf7,5,8.522727273,38.6171075
DI_1000000_200_zipf-invzipf7,10,13.06818182,40.56955662
DI_1000000_200_zipf-invzipf7,20,10.22727273,38.23881502
DI_1000000_200_zipf-invzipf8,5,45.25139665,77.85027417
DI_1000000_200_zipf-invzipf8,10,31.2849162,67.67847702
DI_1000000_200_zipf-invzipf8,20,15.6424581,51.21687096
DI_1000000_200_zipf-invzipf9,5,55.93220339,80.93231707
DI_1000000_200_zipf-invzipf9,10,27.68361582,51.39620268
DI_1000000_200_zipf-invzipf9,20,13.55932203,42.07407149
DI_1000000_500_zipf-invzipf0,5,17.44966443,59.40627015
DI_1000000_500_zipf-invzipf0,10,14.09395973,52.79356786
DI_1000000_500_zipf-invzipf0,20,6.040268456,42.94160052
DI_1000000_500_zipf-invzipf1,5,17.96008869,60.88092575
DI_1000000_500_zipf-invzipf1,10,10.19955654,52.38593949
DI_1000000_500_zipf-invzipf1,20,7.760532151,47.68917315
DI_1000000_500_zipf-invzipf2,5,13.70786517,53.81432108
DI_1000000_500_zipf-invzipf2,10,15.28089888,56.20195223
DI_1000000_500_zipf-invzipf2,20,7.865168539,45.78936509
DI_1000000_500_zipf-invzipf3,5,16.96428571,53.97661524
DI_1000000_500_zipf-invzipf3,10,11.16071429,49.83479984
DI_1000000_500_zipf-invzipf3,20,7.8125,40.9833017
DI_1000000_500_zipf-invzipf4,5,21.18451025,67.17188219
DI_1000000_500_zipf-invzipf4,10,13.66742597,59.67880916
DI_1000000_500_zipf-invzipf4,20,7.28929385,44.23890923
