rows_ciphs_distribution,v-score,r-score,num of good files
1000000_10_lin-lin,0.6638888888888889,0.4913248548015693,10
1000000_50_lin-lin,0.27054045437766366,0.09488590958903936,10
1000000_100_lin-lin,0.19936957684212656,0.07330453204592788,10
1000000_200_lin-lin,0.11929248283689287,0.03615413514485652,10
1000000_500_lin-lin,0.02971600593813235,0.00925783458331033,10
1000000_10_lin-slin,0.7305555555555555,0.5986425021026085,10
1000000_50_lin-slin,0.22951981901931343,0.0709611382281358,10
1000000_100_lin-slin,0.15591577806300028,0.05829802208839282,10
1000000_200_lin-slin,0.0998506308149029,0.03572111145078063,10
1000000_500_lin-slin,0.031334976428544395,0.010914216382768582,10
1000000_10_lin-invlin,1.0,1.0,10
1000000_50_lin-invlin,0.8299307773429495,0.8102134962610652,10
1000000_100_lin-invlin,0.5302164907501987,0.5027341333500865,10
1000000_200_lin-invlin,0.3121640364191677,0.28272167674060006,10
1000000_500_lin-invlin,0.07517370388652236,0.07997852165663154,10
1000000_10_lin-randlin,1.0,1.0,10
1000000_50_lin-randlin,0.763709356755301,0.6494621172284645,10
1000000_100_lin-randlin,0.5617854703495814,0.4413651831502829,10
1000000_200_lin-randlin,0.4005963789901741,0.27571863967222604,10
1000000_500_lin-randlin,0.1887724323509329,0.12247682929026527,10
1000000_10_lin-zipf,0.75,0.7497356664813595,10
1000000_50_lin-zipf,0.38471684895646346,0.3539564400052495,10
1000000_100_lin-zipf,0.2318833337693446,0.19955331668233064,10
1000000_200_lin-zipf,0.1377614861003324,0.12260225593568345,10
1000000_500_lin-zipf,0.05815442850900401,0.05599194069855005,10
1000000_10_zipf-zipf,0.6,0.9277170332684932,10
1000000_50_zipf-zipf,0.29532155885381794,0.9000404164685509,10
1000000_100_zipf-zipf,0.1866983363191873,0.8645541271597267,10
1000000_200_zipf-zipf,0.11034137322006392,0.865866023270778,10
1000000_500_zipf-zipf,0.04342818616096334,0.88157472400113,10
1000000_10_zipf-randzipf,0.925,0.9756520883522682,10
1000000_50_zipf-randzipf,0.7510790874250632,0.8991184113271038,10
1000000_100_zipf-randzipf,0.6620360365824517,0.929168473677235,10
1000000_200_zipf-randzipf,0.386466935688778,0.758187571573635,10
1000000_500_zipf-randzipf,0.1868900730611198,0.8088810331972527,10
1000000_10_zipf-invzipf,1.0,1.0,10
1000000_50_zipf-invzipf,0.6397198750449032,0.7667195065403174,10
1000000_100_zipf-invzipf,0.376562115815758,0.5850554367287745,10
1000000_200_zipf-invzipf,0.17783006143460972,0.43168354926694635,10
1000000_500_zipf-invzipf,0.07233623452701347,0.3739524150842037,10




1000000_10_lin-invlin,1.0,1.0,10
1000000_10_lin-randlin,1.0,1.0,10
1000000_10_zipf-invzipf,1.0,1.0,10
1000000_10_zipf-randzipf,0.925,0.9756520883522682,10
1000000_50_lin-invlin,0.8299307773429495,0.8102134962610652,10
1000000_50_lin-randlin,0.763709356755301,0.6494621172284645,10
1000000_50_zipf-randzipf,0.7510790874250632,0.8991184113271038,10
1000000_10_lin-zipf,0.75,0.7497356664813595,10
1000000_10_lin-slin,0.7305555555555555,0.5986425021026085,10
1000000_10_lin-lin,0.6638888888888889,0.4913248548015693,10
1000000_100_zipf-randzipf,0.6620360365824517,0.929168473677235,10
1000000_50_zipf-invzipf,0.6397198750449032,0.7667195065403174,10
1000000_10_zipf-zipf,0.6,0.9277170332684932,10
1000000_100_lin-randlin,0.5617854703495814,0.4413651831502829,10
1000000_100_lin-invlin,0.5302164907501987,0.5027341333500865,10
1000000_200_lin-randlin,0.4005963789901741,0.27571863967222604,10
1000000_200_zipf-randzipf,0.386466935688778,0.758187571573635,10
1000000_50_lin-zipf,0.38471684895646346,0.3539564400052495,10
1000000_100_zipf-invzipf,0.376562115815758,0.5850554367287745,10
1000000_200_lin-invlin,0.3121640364191677,0.28272167674060006,10
1000000_50_zipf-zipf,0.29532155885381794,0.9000404164685509,10
1000000_50_lin-lin,0.27054045437766366,0.09488590958903936,10
1000000_100_lin-zipf,0.2318833337693446,0.19955331668233064,10
